Date,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
19/02/2017,0.0,0.0,0.0,0.0,0.4,-37.96,-51.61,-303.12,4.2,3.45,3.7,-0.356153061,-2.61030676,-4.9064834180000005,-22.83053571
20/02/2017,0.0,0.0,0.0,0.0,0.0,-37.96,-51.61,-303.16,4.1,2.5,2.6,-0.374897959,-2.747691327,-5.164719388,-24.03214286
21/02/2017,0.0,0.0,0.0,0.4,0.6,-37.97,-51.61,-303.2,5.95,4.0,4.3,-0.374897959,-2.747691327,-5.164719388,-24.03214286
22/02/2017,0.0,0.0,0.0,0.0,0.0,-37.97,-51.61,-303.24,4.75,3.55,2.7,-0.374897959,-2.747691327,-5.164719388,-24.03214286
23/02/2017,0.0,0.4,0.6,0.8,0.0,-37.98,-51.62,-303.29,7.5,7.5,5.9,-0.374897959,-2.747691327,-5.164719388,-24.03214286
24/02/2017,0.4,1.8,2.8,2.6,0.4,-37.98,-51.62,-303.38,7.25,7.45,6.95,-0.374897959,-2.747691327,-5.164719388,-24.03214286
25/02/2017,12.4,17.8,15.2,18.2,17.8,-37.98,-51.62,-303.41,4.65,5.35,4.25,-0.374897959,-2.747691327,-5.164719388,-24.03214286
07/05/2017,6.0,10.7,4.8,12.4,9.0,-38.25,-51.82,-305.66,11.8,9.95,10.95,-0.285500538,-1.9717709680000002,-4.124977437,-19.76153226
08/05/2017,0.0,1.8,0.0,1.2,3.0,-38.26,-51.82,-305.69,13.0,10.75,11.95,-0.300526882,-2.075548387,-4.342081512,-20.8016129
09/05/2017,1.0,0.6,11.6,1.4,0.8,-38.26,-51.83,-305.73,11.1,10.8,10.85,-0.300526882,-2.075548387,-4.342081512,-20.8016129
10/05/2017,1.2,3.8,1.6,5.0,10.4,-38.27,-51.83,-305.75,12.15,11.1,10.25,-0.300526882,-2.075548387,-4.342081512,-20.8016129
11/05/2017,0.0,0.0,0.0,0.0,0.0,-38.27,-51.83,-305.8,15.35,15.05,14.0,-0.300526882,-2.075548387,-4.342081512,-20.8016129
12/05/2017,0.0,0.0,0.0,0.2,0.2,-38.27,-51.84,-305.82,14.75,13.8,14.25,-0.300526882,-2.075548387,-4.342081512,-20.8016129
30/06/2018,0.0,0.0,0.0,0.0,0.0,-39.48,-52.71,-312.87,22.35,20.4,21.0,-0.313097222,-2.271482759,-4.360233333,-19.47221111
01/07/2018,0.0,0.0,0.0,0.0,0.0,-39.48,-52.71,-312.86,22.1,19.4,20.7,-0.284325806,-2.6458909680000002,-4.299541012,-17.09802289
02/07/2018,0.0,0.0,0.0,0.0,0.0,-39.48,-52.71,-312.85,21.4,19.55,19.95,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
03/07/2018,0.0,0.0,0.0,0.0,0.0,-39.48,-52.71,-312.84,21.3,19.8,19.75,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
04/07/2018,0.0,0.0,0.2,0.2,0.4,-39.48,-52.71,-312.83,21.8,20.4,20.7,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
05/07/2018,0.0,0.0,0.0,0.0,0.0,-39.48,-52.71,-312.84,21.7,18.9,19.65,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
06/07/2018,0.0,0.0,0.2,0.0,0.0,-39.48,-52.71,-312.86,20.9,20.85,19.75,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
07/07/2018,0.0,0.0,0.0,0.2,0.0,-39.49,-52.71,-312.85,20.45,19.05,19.75,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
08/07/2018,1.4,3.8,0.6,2.6,1.4,-39.49,-52.71,-312.85,20.75,19.65,19.2,-0.284325806,-2.6458909680000002,-4.299541012,-17.09802289
09/07/2018,0.0,0.0,0.0,0.0,0.4,-39.49,-52.72,-312.85,20.45,19.35,19.35,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
10/07/2018,0.0,0.0,0.0,0.0,0.0,-39.49,-52.72,-312.87,21.65,18.95,19.75,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
11/07/2018,0.0,0.0,0.0,0.0,0.0,-39.49,-52.72,-312.89,21.05,19.9,19.9,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
12/07/2018,0.0,0.0,0.0,0.0,0.0,-39.49,-52.72,-312.87,20.8,19.5,19.9,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
13/07/2018,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.85,21.65,19.75,20.35,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
14/07/2018,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.86,23.85,20.95,21.55,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
15/07/2018,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.88,23.8,21.05,22.5,-0.284325806,-2.6458909680000002,-4.299541012,-17.09802289
16/07/2018,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.9,20.65,19.0,19.8,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
17/07/2018,45.6,32.8,54.2,35.2,11.0,-39.49,-52.72,-312.93,19.0,19.65,19.1,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
18/07/2018,0.0,2.0,0.0,1.4,1.2,-39.49,-52.72,-312.89,22.55,19.85,20.65,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
19/07/2018,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.9,22.65,19.75,20.9,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
20/07/2018,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.91,23.15,20.05,20.9,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
21/07/2018,0.0,0.0,0.0,0.0,0.0,-39.5,-52.72,-312.93,21.35,19.3,19.4,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
22/07/2018,0.0,0.0,0.2,0.2,0.4,-39.5,-52.72,-312.95,21.4,19.5,19.2,-0.284325806,-2.6458909680000002,-4.299541012,-17.09802289
23/07/2018,0.4,0.8,1.0,0.8,1.4,-39.5,-52.73,-312.96,18.75,19.0,18.45,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
24/07/2018,0.2,0.0,0.0,0.0,0.2,-39.51,-52.73,-312.94,21.8,20.0,21.6,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
25/07/2018,0.0,0.0,0.0,0.0,0.0,-39.51,-52.73,-312.95,23.4,21.55,21.9,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
26/07/2018,0.0,0.6,0.0,0.0,0.0,-39.51,-52.73,-312.95,22.9,20.8,21.45,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
27/07/2018,0.0,3.1,0.0,4.0,1.4,-39.51,-52.73,-312.95,22.8,20.7,20.65,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
28/07/2018,0.0,0.0,0.0,0.0,0.0,-39.51,-52.73,-312.96,22.55,21.15,20.8,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
29/07/2018,0.0,0.0,0.0,0.0,0.0,-39.52,-52.73,-312.95,23.25,22.35,22.95,-0.284325806,-2.6458909680000002,-4.299541012,-17.09802289
30/07/2018,0.0,0.0,0.0,0.0,0.2,-39.52,-52.74,-312.95,25.7,23.5,24.15,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
31/07/2018,2.2,0.0,0.0,0.0,0.0,-39.52,-52.74,-312.95,25.4,23.35,23.95,-0.299290323,-2.785148387,-4.525832643999999,-17.99791883
01/08/2018,0.0,0.0,0.0,0.0,0.0,-39.52,-52.74,-312.95,26.1,23.8,24.0,0.0,0.0,-4.480930038,-18.69546306
02/08/2018,0.0,0.0,0.0,0.0,0.0,-39.52,-52.74,-312.95,26.15,23.55,23.95,0.0,0.0,-4.480930038,-18.69546306
03/08/2018,0.0,0.4,0.0,0.0,0.6,-39.52,-52.74,-312.98,22.75,21.75,22.25,0.0,0.0,-4.480930038,-18.69546306
04/08/2018,0.4,0.0,3.8,0.0,1.0,-39.53,-52.74,-312.99,24.1,22.0,22.85,0.0,0.0,-4.480930038,-18.69546306
05/08/2018,11.4,4.0,1.4,2.8,3.0,-39.53,-52.74,-312.99,24.2,22.5,22.85,0.0,0.0,-4.256883536,-17.76068991
06/08/2018,0.0,0.0,0.0,0.2,0.2,-39.53,-52.74,-312.99,24.75,22.5,23.35,0.0,0.0,-4.480930038,-18.69546306
07/08/2018,0.0,0.0,0.0,0.0,0.0,-39.53,-52.74,-313.0,23.95,21.85,22.15,0.0,0.0,-4.480930038,-18.69546306
08/08/2018,1.8,15.5,0.4,7.6,7.2,-39.53,-52.74,-313.01,21.55,20.95,21.35,0.0,0.0,-4.480930038,-18.69546306
09/08/2018,0.0,48.1,2.6,53.6,10.6,-39.53,-52.74,-313.0,22.05,21.0,20.7,0.0,0.0,-4.480930038,-18.69546306
10/08/2018,24.4,1.6,20.4,2.8,0.4,-39.53,-52.74,-312.99,22.95,20.3,21.55,0.0,0.0,-4.480930038,-18.69546306
23/08/2018,0.4,0.4,9.0,2.4,1.4,-39.53,-52.75,-313.13,23.0,20.45,20.75,0.0,0.0,-4.480930038,-18.69546306
24/08/2018,34.4,0.2,5.6,0.0,1.0,-39.53,-52.75,-313.16,22.2,19.3,20.1,0.0,0.0,-4.480930038,-18.69546306
25/08/2018,0.0,0.0,0.0,0.8,0.0,-39.54,-52.75,-313.19,20.9,19.2,18.9,0.0,0.0,-4.480930038,-18.69546306
26/08/2018,0.0,0.2,0.6,0.6,0.4,-39.54,-52.75,-313.21,15.4,15.65,15.5,0.0,0.0,-4.256883536,-17.76068991
27/08/2018,0.0,0.2,0.0,0.6,0.4,-39.54,-52.75,-313.17,14.95,14.85,15.2,0.0,0.0,-4.480930038,-18.69546306
28/08/2018,0.0,0.0,0.0,0.0,0.0,-39.54,-52.75,-313.15,19.05,17.4,18.5,0.0,0.0,-4.480930038,-18.69546306
29/08/2018,0.0,0.0,0.0,0.0,0.0,-39.54,-52.75,-313.15,20.8,18.0,19.1,0.0,0.0,-4.480930038,-18.69546306
30/08/2018,0.0,0.0,0.0,0.0,0.0,-39.55,-52.76,-313.16,21.0,18.55,18.95,0.0,0.0,-4.480930038,-18.69546306
31/08/2018,0.0,0.0,0.0,0.0,0.0,-39.55,-52.76,-313.18,19.35,19.1,17.65,0.0,0.0,-4.480930038,-18.69546306
01/09/2018,0.0,0.0,0.0,0.4,0.4,-39.55,-52.76,-313.21,16.5,17.35,15.6,-0.306254902,-2.740745098,-5.052939221,-19.241
02/09/2018,0.0,16.1,4.0,20.0,7.8,-39.55,-52.76,-313.21,15.05,14.95,14.5,-0.290942157,-2.603707843,-4.80029226,-18.27895
03/09/2018,0.2,2.2,0.8,2.4,1.0,-39.55,-52.76,-313.22,16.0,14.75,14.75,-0.306254902,-2.740745098,-5.052939221,-19.241
04/09/2018,0.6,0.6,3.2,0.2,0.4,-39.55,-52.76,-313.22,17.85,16.4,16.2,-0.306254902,-2.740745098,-5.052939221,-19.241
05/09/2018,0.0,0.0,0.2,0.2,0.2,-39.55,-52.76,-313.22,17.9,17.1,16.9,-0.306254902,-2.740745098,-5.052939221,-19.241
06/09/2018,0.0,0.0,0.0,0.4,0.2,-39.55,-52.76,-313.25,19.25,17.8,18.45,-0.306254902,-2.740745098,-5.052939221,-19.241
07/09/2018,0.0,0.4,0.2,0.2,0.0,-39.55,-52.76,-313.26,18.65,18.15,18.2,-0.306254902,-2.740745098,-5.052939221,-19.241
08/09/2018,0.0,0.0,0.2,0.0,0.2,-39.56,-52.76,-313.23,18.85,18.6,17.6,-0.306254902,-2.740745098,-5.052939221,-19.241
09/09/2018,0.0,0.0,0.2,0.0,0.4,-39.56,-52.76,-313.21,20.0,18.3,19.15,-0.290942157,-2.603707843,-4.80029226,-18.27895
10/09/2018,0.0,0.0,0.0,0.0,0.0,-39.56,-52.76,-313.21,21.35,18.75,19.75,-0.306254902,-2.740745098,-5.052939221,-19.241
11/09/2018,0.0,0.0,0.2,0.0,0.0,-39.56,-52.77,-313.2,22.45,19.4,20.05,-0.306254902,-2.740745098,-5.052939221,-19.241
12/09/2018,0.0,0.0,0.0,0.0,0.0,-39.56,-52.77,-313.22,22.4,13.55,20.6,-0.306254902,-2.740745098,-5.052939221,-19.241
13/09/2018,0.0,0.0,0.0,0.0,0.0,-39.56,-52.76,-313.29,18.8,17.85,17.6,-0.306254902,-2.740745098,-5.052939221,-19.241
14/09/2018,0.0,0.0,0.0,0.0,0.0,-39.56,-52.77,-313.31,19.5,18.3,18.35,-0.306254902,-2.740745098,-5.052939221,-19.241
15/09/2018,0.0,0.0,0.0,0.0,0.0,-39.56,-52.77,-313.29,20.4,17.95,19.05,-0.306254902,-2.740745098,-5.052939221,-19.241
16/09/2018,0.0,0.0,0.0,1.2,0.4,-39.56,-52.77,-313.28,20.95,18.1,19.15,-0.290942157,-2.603707843,-4.80029226,-18.27895
17/09/2018,0.0,0.0,1.0,1.0,0.6,-39.56,-52.77,-313.3,19.95,18.05,18.1,-0.306254902,-2.740745098,-5.052939221,-19.241
18/09/2018,1.6,7.3,0.2,6.6,1.4,-39.56,-52.77,-313.32,18.3,18.5,17.7,-0.306254902,-2.740745098,-5.052939221,-19.241
19/09/2018,0.0,17.0,1.4,21.0,5.2,-39.56,-52.77,-313.34,19.3,18.2,18.15,-0.306254902,-2.740745098,-5.052939221,-19.241
20/09/2018,0.8,3.0,0.2,1.0,0.6,-39.56,-52.77,-313.36,18.95,18.75,18.1,-0.306254902,-2.740745098,-5.052939221,-19.241
21/09/2018,0.0,0.0,0.2,0.4,0.0,-39.57,-52.77,-313.38,20.5,18.2,18.55,-0.306254902,-2.740745098,-5.052939221,-19.241
22/09/2018,0.0,0.4,0.2,0.2,0.0,-39.57,-52.77,-313.38,19.65,18.1,18.25,-0.306254902,-2.740745098,-5.052939221,-19.241
23/09/2018,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.38,18.95,17.75,16.7,-0.290942157,-2.603707843,-4.80029226,-18.27895
24/09/2018,0.0,0.0,0.0,0.0,0.2,-39.57,-52.77,-313.42,17.9,18.65,17.75,-0.306254902,-2.740745098,-5.052939221,-19.241
25/09/2018,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.38,11.6,12.5,11.6,-0.306254902,-2.740745098,-5.052939221,-19.241
26/09/2018,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.35,10.3,10.55,9.55,-0.306254902,-2.740745098,-5.052939221,-19.241
27/09/2018,0.2,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.38,15.15,13.55,13.15,-0.306254902,-2.740745098,-5.052939221,-19.241
28/09/2018,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.47,17.05,15.2,15.55,-0.306254902,-2.740745098,-5.052939221,-19.241
29/09/2018,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.5,17.55,15.6,16.4,-0.306254902,-2.740745098,-5.052939221,-19.241
30/09/2018,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.5,16.05,14.35,14.85,-0.290942157,-2.603707843,-4.80029226,-18.27895
01/10/2018,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-313.58,15.7,14.15,14.6,-0.315067638,-2.170738814,-4.907252862,-18.63759625
02/10/2018,2.6,2.4,3.8,2.6,5.0,-39.57,-52.77,-313.57,11.75,11.9,11.05,-0.315067638,-2.170738814,-4.907252862,-18.63759625
03/10/2018,0.2,0.6,0.2,0.6,0.8,-39.57,-52.77,-313.52,13.95,12.95,13.15,-0.315067638,-2.170738814,-4.907252862,-18.63759625
04/10/2018,0.0,0.0,0.0,0.0,0.0,-39.58,-52.77,-313.51,15.25,15.55,14.6,-0.315067638,-2.170738814,-4.907252862,-18.63759625
05/10/2018,0.0,0.0,0.0,0.2,0.0,-39.58,-52.77,-313.53,14.0,13.9,13.25,-0.315067638,-2.170738814,-4.907252862,-18.63759625
06/10/2018,5.0,6.0,5.8,7.2,6.2,-39.58,-52.77,-313.58,12.35,13.1,12.55,-0.315067638,-2.170738814,-4.907252862,-18.63759625
07/10/2018,5.4,18.6,11.0,23.0,7.6,-39.57,-52.77,-313.6,14.7,14.2,13.55,-0.299314256,-2.0622018730000002,-4.661890219,-17.70571644
08/10/2018,0.0,0.0,0.2,0.0,0.2,-39.57,-52.77,-313.57,14.9,14.55,13.8,-0.315067638,-2.170738814,-4.907252862,-18.63759625
09/10/2018,0.0,0.0,0.2,0.2,0.2,-39.58,-52.77,-313.57,14.8,13.55,13.55,-0.315067638,-2.170738814,-4.907252862,-18.63759625
10/10/2018,0.0,0.0,0.2,0.4,0.4,-39.58,-52.77,-313.58,15.55,14.25,14.6,-0.315067638,-2.170738814,-4.907252862,-18.63759625
11/10/2018,0.6,0.0,0.6,0.0,0.4,-39.58,-52.77,-313.59,15.05,14.0,13.6,-0.315067638,-2.170738814,-4.907252862,-18.63759625
12/10/2018,0.0,0.2,0.2,0.6,0.6,-39.58,-52.77,-313.58,15.6,14.0,14.6,-0.315067638,-2.170738814,-4.907252862,-18.63759625
13/10/2018,0.0,0.0,0.0,0.2,0.0,-39.58,-52.77,-313.6,15.1,13.9,13.45,-0.315067638,-2.170738814,-4.907252862,-18.63759625
14/10/2018,0.0,0.0,0.2,0.0,0.0,-39.58,-52.77,-313.64,15.35,12.95,13.75,-0.299314256,-2.0622018730000002,-4.661890219,-17.70571644
15/10/2018,0.0,0.0,5.2,0.0,1.0,-39.59,-52.78,-313.68,14.6,13.25,13.8,-0.315067638,-2.170738814,-4.907252862,-18.63759625
16/10/2018,0.0,0.0,0.0,0.0,0.0,-39.59,-52.78,-313.68,15.0,13.8,13.75,-0.315067638,-2.170738814,-4.907252862,-18.63759625
17/10/2018,0.8,0.6,1.4,0.8,0.8,-39.59,-52.78,-313.7,16.2,15.2,15.2,-0.315067638,-2.170738814,-4.907252862,-18.63759625
18/10/2018,0.0,0.6,0.2,0.8,1.0,-39.59,-52.78,-313.73,15.55,15.35,15.3,-0.315067638,-2.170738814,-4.907252862,-18.63759625
19/10/2018,0.0,0.0,0.2,0.2,0.2,-39.59,-52.78,-313.72,15.45,14.35,14.4,-0.315067638,-2.170738814,-4.907252862,-18.63759625
20/10/2018,0.0,0.0,0.2,0.0,0.0,-39.59,-52.78,-313.7,14.85,14.35,14.15,-0.315067638,-2.170738814,-4.907252862,-18.63759625
21/10/2018,0.0,0.0,0.0,0.0,0.0,-39.59,-52.78,-313.74,12.2,12.25,12.35,-0.299314256,-2.0622018730000002,-4.661890219,-17.70571644
22/10/2018,0.0,1.6,0.0,0.8,0.4,-39.59,-52.78,-313.79,7.05,7.8,6.95,-0.315067638,-2.170738814,-4.907252862,-18.63759625
23/10/2018,0.0,0.0,0.0,0.0,0.0,-39.59,-52.78,-313.77,10.75,10.65,10.8,-0.315067638,-2.170738814,-4.907252862,-18.63759625
24/10/2018,0.0,0.0,0.4,0.0,0.0,-39.6,-52.78,-313.81,15.35,13.5,13.6,-0.315067638,-2.170738814,-4.907252862,-18.63759625
25/10/2018,0.0,0.0,0.0,0.0,0.0,-39.6,-52.78,-313.8,14.9,12.95,14.7,-0.315067638,-2.170738814,-4.907252862,-18.63759625
26/10/2018,0.0,0.0,0.2,0.2,0.2,-39.6,-52.78,-313.88,13.25,13.95,13.4,-0.315067638,-2.170738814,-4.907252862,-18.63759625
27/10/2018,0.0,2.2,1.4,2.2,2.8,-39.6,-52.78,-313.96,14.55,14.3,13.9,-0.315067638,-2.170738814,-4.907252862,-18.63759625
28/10/2018,5.2,33.2,9.4,34.6,19.0,-39.59,-52.78,-314.03,13.2,13.7,13.2,-0.299314256,-2.0622018730000002,-4.661890219,-17.70571644
29/10/2018,32.2,44.8,31.8,47.4,29.0,-39.58,-52.77,-314.07,11.2,11.95,11.35,-0.315067638,-2.170738814,-4.907252862,-18.63759625
30/10/2018,34.6,46.3,23.8,40.8,15.6,-39.58,-52.77,-313.99,7.7,8.4,7.65,-0.315067638,-2.170738814,-4.907252862,-18.63759625
31/10/2018,0.2,0.2,2.2,0.0,1.0,-39.59,-52.77,-313.91,9.75,8.8,8.55,-0.315067638,-2.170738814,-4.907252862,-18.63759625
01/11/2018,40.4,39.2,44.0,41.0,28.4,-39.58,-52.77,-313.93,11.25,11.9,11.05,-0.327333333,-2.072166667,-4.96163295,-19.17146667
02/11/2018,2.2,23.7,5.8,26.0,7.6,-39.58,-52.77,-313.94,11.85,12.25,11.7,-0.327333333,-2.072166667,-4.96163295,-19.17146667
03/11/2018,2.2,2.8,1.6,3.6,3.6,-39.58,-52.77,-313.94,14.2,15.35,13.15,-0.327333333,-2.072166667,-4.96163295,-19.17146667
04/11/2018,0.0,0.0,0.2,0.2,0.2,-39.59,-52.78,-313.99,11.55,12.9,11.05,-0.310966667,-1.968558333,-4.713551303,-18.21289333
05/11/2018,1.8,2.6,1.8,2.6,2.0,-39.59,-52.78,-314.0,10.95,11.85,10.6,-0.327333333,-2.072166667,-4.96163295,-19.17146667
06/11/2018,4.0,11.6,13.2,13.2,9.4,-39.59,-52.78,-313.98,11.2,11.75,11.15,-0.327333333,-2.072166667,-4.96163295,-19.17146667
07/11/2018,21.0,10.0,31.6,8.6,5.2,-39.58,-52.77,-313.98,9.7,8.5,9.7,-0.327333333,-2.072166667,-4.96163295,-19.17146667
08/11/2018,1.2,0.4,2.2,0.8,1.2,-39.58,-52.77,-313.95,10.0,9.2,9.0,-0.327333333,-2.072166667,-4.96163295,-19.17146667
09/11/2018,0.0,0.0,0.0,0.4,0.2,-39.59,-52.78,-313.98,10.05,8.9,9.25,-0.327333333,-2.072166667,-4.96163295,-19.17146667
10/11/2018,0.0,0.0,0.0,0.2,0.2,-39.59,-52.78,-314.0,10.55,10.0,9.75,-0.327333333,-2.072166667,-4.96163295,-19.17146667
11/11/2018,0.0,0.0,0.0,0.4,0.4,-39.59,-52.78,-313.98,11.5,9.8,10.45,-0.310966667,-1.968558333,-4.713551303,-18.21289333
12/11/2018,0.0,0.0,0.2,0.4,0.0,-39.6,-52.78,-313.93,11.45,10.9,10.75,-0.327333333,-2.072166667,-4.96163295,-19.17146667
13/11/2018,0.0,0.0,0.2,0.0,0.0,-39.6,-52.78,-313.93,11.0,9.2,9.45,-0.327333333,-2.072166667,-4.96163295,-19.17146667
14/11/2018,0.2,0.0,0.2,0.0,0.0,-39.6,-52.79,-313.96,10.75,9.1,9.7,-0.327333333,-2.072166667,-4.96163295,-19.17146667
15/11/2018,0.0,0.2,0.0,0.4,0.0,-39.6,-52.79,-314.01,9.75,8.45,8.3,-0.327333333,-2.072166667,-4.96163295,-19.17146667
16/11/2018,0.0,0.0,0.0,0.0,0.0,-39.6,-52.79,-314.05,6.55,6.75,6.15,-0.327333333,-2.072166667,-4.96163295,-19.17146667
17/11/2018,0.0,0.0,0.0,0.0,0.0,-39.61,-52.79,-314.08,4.75,6.3,4.45,-0.327333333,-2.072166667,-4.96163295,-19.17146667
18/11/2018,0.0,0.0,0.2,0.0,0.0,-39.6,-52.79,-314.14,2.4,3.4,1.95,-0.310966667,-1.968558333,-4.713551303,-18.21289333
19/11/2018,0.0,0.0,0.0,0.0,0.0,-39.6,-52.79,-314.23,2.8,1.45,1.55,-0.327333333,-2.072166667,-4.96163295,-19.17146667
20/11/2018,16.8,30.7,24.8,29.8,6.2,-39.6,-52.78,-314.27,6.35,6.9,6.3,-0.327333333,-2.072166667,-4.96163295,-19.17146667
21/11/2018,25.2,38.6,34.2,38.8,5.8,-39.59,-52.78,-314.17,5.45,5.05,5.2,-0.327333333,-2.072166667,-4.96163295,-19.17146667
22/11/2018,3.0,4.6,5.4,5.0,2.2,-39.59,-52.78,-314.12,8.35,8.1,7.45,-0.327333333,-2.072166667,-4.96163295,-19.17146667
23/11/2018,6.2,9.4,10.4,11.0,3.4,-39.59,-52.78,-314.11,9.0,7.55,7.5,-0.327333333,-2.072166667,-4.96163295,-19.17146667
24/11/2018,3.0,7.8,10.0,8.4,5.2,-39.58,-52.77,-314.17,10.3,10.65,9.75,-0.327333333,-2.072166667,-4.96163295,-19.17146667
25/11/2018,4.0,13.4,13.0,15.2,8.2,-39.57,-52.76,-314.26,8.1,7.35,7.15,-0.310966667,-1.968558333,-4.713551303,-18.21289333
26/11/2018,17.8,30.2,19.0,32.0,12.2,-39.56,-52.76,-314.32,5.95,5.7,5.05,-0.327333333,-2.072166667,-4.96163295,-19.17146667
27/11/2018,0.2,1.2,0.0,1.2,1.6,-39.56,-52.76,-314.3,5.05,5.0,4.9,-0.327333333,-2.072166667,-4.96163295,-19.17146667
28/11/2018,0.0,0.4,0.0,0.4,0.2,-39.56,-52.76,-314.21,3.35,2.85,3.25,-0.327333333,-2.072166667,-4.96163295,-19.17146667
29/11/2018,0.0,0.0,0.0,0.0,0.0,-39.56,-52.76,-314.14,5.3,4.9,4.65,-0.327333333,-2.072166667,-4.96163295,-19.17146667
30/11/2018,0.0,0.0,0.0,0.0,0.0,-39.57,-52.77,-314.17,4.9,3.6,3.9,-0.327333333,-2.072166667,-4.96163295,-19.17146667
04/12/2018,0.0,0.4,0.0,0.8,0.8,-39.58,-52.78,-314.2,10.75,8.85,9.25,0.0,0.0,-4.662372529,-18.51197711
05/12/2018,0.0,0.0,0.0,0.0,0.0,-39.59,-52.78,-314.14,10.1,8.35,8.5,0.0,0.0,-4.662372529,-18.51197711
06/12/2018,0.0,0.0,0.0,0.0,0.0,-39.59,-52.78,-314.17,7.5,5.85,5.95,0.0,0.0,-4.662372529,-18.51197711
07/12/2018,3.2,12.6,0.8,14.6,3.8,-39.59,-52.78,-314.18,7.35,6.45,6.3,0.0,0.0,-4.662372529,-18.51197711
08/12/2018,3.0,4.0,2.0,5.0,0.6,-39.59,-52.78,-314.26,7.6,5.95,6.15,0.0,0.0,-4.662372529,-18.51197711
09/12/2018,0.0,0.0,0.0,0.0,0.0,-39.59,-52.78,-314.27,7.2,6.5,6.05,0.0,0.0,-4.429253902,-17.58637825
10/12/2018,0.0,1.4,0.2,4.6,0.6,-39.6,-52.79,-314.26,7.35,4.8,5.05,0.0,0.0,-4.662372529,-18.51197711
11/12/2018,0.0,0.0,0.0,0.0,0.0,-39.6,-52.79,-314.25,2.7,1.25,2.3,0.0,0.0,-4.662372529,-18.51197711
12/12/2018,0.0,0.0,0.0,0.0,0.0,-39.6,-52.79,-314.26,2.45,1.3,1.15,0.0,0.0,-4.662372529,-18.51197711
13/12/2018,3.2,0.2,3.0,0.0,6.4,-39.6,-52.79,-314.32,0.55,1.0,0.65,0.0,0.0,-4.662372529,-18.51197711
14/12/2018,7.2,6.2,4.6,4.8,8.2,-39.6,-52.79,-314.35,0.15,1.45,0.0,0.0,0.0,-4.662372529,-18.51197711
10/01/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-314.56,0.0,0.5,0.25,0.0,0.0,-4.608844953,-18.43629553
11/01/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-314.48,-0.8,-1.7,-1.0,0.0,0.0,-4.608844953,-18.43629553
12/01/2019,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-314.46,1.2,-1.25,0.4,0.0,0.0,-4.608844953,-18.43629553
