Date,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
09/08/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.28,-5.75,-2.68,-7.35,-4.06,23.7,20.75,24.45,24.15,-7453.728,-17591.04,-10309.248,-7748.580645,-5267.870968,0.12,-1.07
18/08/2016,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.6,0.0,-12.25,-5.76,-2.71,-7.11,-4.11,23.8,18.1,23.4,24.0,-7453.728,-17591.04,-10309.248,-7748.580645,-5267.870968,0.14,-1.08
29/08/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,-12.31,-5.76,-2.79,-7.67,-4.3,24.0,18.8,23.95,24.45,-7453.728,-17591.04,-10309.248,-7748.580645,-5267.870968,0.11,-1.07
02/11/2016,2.8,3.0,1.4,1.0,10.4,7.2,4.8,0.0,1.4,13.0,-12.43,-5.89,-2.1,-6.62,-4.67,15.0,11.3,14.55,15.45,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.18,-1.09
06/11/2016,161.6,85.0,53.2,67.0,117.2,99.6,155.8,127.0,4.8,175.2,-12.3,-5.58,-0.92,-6.16,-3.02,16.1,9.55,15.15,15.5,-6163.3872,-16302.7296,-10905.1488,-4503.38,-5125.25,1.42,2.42
07/11/2016,32.4,6.0,4.2,3.4,22.4,29.0,20.8,7.6,0.2,34.0,-12.35,-5.4,-1.04,-5.95,-2.91,11.65,6.45,11.85,12.15,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.82,0.55
08/11/2016,1.4,0.0,0.2,0.2,0.2,0.0,3.2,0.0,10.0,0.0,-12.36,-5.38,-1.22,-5.83,-3.24,8.75,5.15,9.65,8.8,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.55,-0.44
09/11/2016,0.0,0.0,1.4,7.2,0.0,0.0,0.2,0.0,0.2,0.0,-12.38,-5.6,-1.31,-5.78,-3.51,6.2,4.4,7.95,7.15,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.46,-0.85
10/11/2016,8.8,24.0,21.0,15.2,12.2,15.4,11.2,0.2,0.6,13.0,-12.41,-5.58,-1.15,-5.72,-3.7,9.1,5.35,9.15,8.85,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.44,-0.99
11/11/2016,0.0,0.8,1.8,1.0,0.2,0.0,0.0,0.0,2.4,0.2,-12.4,-5.38,-1.13,-5.67,-3.81,9.05,5.45,9.05,9.45,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.42,-1.02
12/11/2016,0.2,12.8,7.2,7.6,2.0,5.4,1.4,6.8,0.0,2.2,-12.45,-5.36,-1.15,-5.63,-3.88,8.95,5.4,9.9,8.85,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.34,-1.04
13/11/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.49,-5.35,-1.29,-5.66,-3.93,6.3,5.95,7.9,6.85,-6163.3872,-16302.7296,-10905.1488,-4503.38,-5125.25,0.32,-1.05
14/11/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.51,-5.36,-1.39,-5.61,-3.97,9.25,5.5,9.95,10.2,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.3,-1.06
15/11/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-12.54,-5.41,-1.49,-5.6,-4.0,6.7,4.5,8.2,7.85,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.28,-1.08
16/11/2016,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,9.4,0.0,-12.51,-5.54,-1.57,-5.57,-4.02,6.3,5.8,7.8,6.4,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.29,-1.08
17/11/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0.0,-12.48,-5.44,-1.59,-5.53,-4.03,9.85,8.6,9.85,9.35,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.29,-1.07
18/11/2016,29.4,3.0,2.8,2.2,17.6,14.8,11.6,2.6,54.2,16.2,-12.45,-5.44,-1.57,-5.49,-3.99,14.05,11.05,12.9,13.45,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.33,-0.94
19/11/2016,105.8,26.6,120.2,71.0,51.0,46.0,65.4,28.4,0.0,109.6,-12.4,-5.4,-0.3,-5.24,-3.2,13.45,10.55,13.1,13.95,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,1.24,1.97
20/11/2016,12.4,1.2,8.8,5.4,8.4,20.4,8.0,0.4,0.6,13.4,-12.41,-5.23,-0.82,-5.0,-2.92,13.75,9.9,14.2,13.15,-6163.3872,-16302.7296,-10905.1488,-4503.38,-5125.25,0.85,0.65
21/11/2016,1.6,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.6,2.4,-12.41,-5.27,-0.97,-4.92,-3.16,14.6,10.25,14.85,14.85,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.61,-0.17
22/11/2016,5.8,0.0,0.0,0.0,2.2,1.0,0.4,0.2,0.0,3.6,-12.43,-5.21,-1.11,-4.87,-3.32,14.75,10.45,15.0,15.65,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.53,-0.44
23/11/2016,0.4,0.0,0.0,0.0,1.0,2.8,1.6,0.0,6.8,1.0,-12.44,-5.21,-1.22,-4.87,-3.45,15.65,11.5,16.35,16.25,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.5,-0.6
24/11/2016,2.0,0.0,0.4,0.0,0.0,0.0,0.2,0.2,12.4,0.0,-12.4,-5.23,-1.3,-4.85,-3.53,13.0,10.0,12.65,14.15,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.49,-0.67
25/11/2016,37.2,21.8,22.4,11.0,27.2,21.4,24.2,5.4,0.2,38.0,-12.38,-5.23,-1.1,-4.82,-3.53,12.7,8.7,13.55,13.45,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.53,-0.43
26/11/2016,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.2,-12.39,-5.2,-1.2,-4.86,-3.52,9.45,8.05,10.3,10.05,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.51,-0.5
27/11/2016,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,-12.37,-5.19,-1.26,-4.9,-3.63,7.85,7.85,9.85,8.4,-6163.3872,-16302.7296,-10905.1488,-4503.38,-5125.25,0.43,-0.81
28/11/2016,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.2,-12.37,-5.19,-1.33,-4.86,-3.72,10.15,5.1,8.55,9.45,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.43,-0.88
29/11/2016,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-12.48,-5.21,-1.42,-4.91,-3.79,4.25,-0.25,4.25,4.8,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.4,-0.9
30/11/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,-5.22,-1.49,-4.96,-3.79,4.0,3.25,5.85,3.55,-6487.776,-17160.768,-11479.104,-4740.4,-5395.0,0.37,-0.91
01/12/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.45,-5.23,-1.55,-4.94,-3.84,2.5,4.55,4.2,3.35,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.39,-0.92
02/12/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-12.4,-5.25,-1.6,-4.91,-3.84,8.65,6.1,11.05,9.65,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.3,-0.89
03/12/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.42,-5.29,-1.63,-4.94,-3.86,8.85,5.95,9.2,9.65,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.3,-0.91
04/12/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,-12.45,-5.32,-1.64,-4.98,-3.88,9.15,6.75,10.7,9.15,-6123.168000000001,-17083.3104,-10723.752,-4437.358064999999,-5129.601613,0.32,-0.93
05/12/2016,0.8,0.4,1.2,0.4,0.2,0.6,0.4,0.0,0.0,1.2,-12.46,-5.32,-1.67,-4.96,-3.9,9.95,7.4,10.6,9.5,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.3,-0.93
06/12/2016,0.6,0.0,0.0,0.2,0.4,0.0,0.6,0.2,0.0,0.8,-12.46,-5.34,-1.73,-4.99,-3.91,9.0,8.6,10.8,8.6,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.29,-0.94
07/12/2016,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.49,-5.36,-1.74,-5.03,-3.93,8.3,8.7,10.4,8.05,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.29,-0.95
08/12/2016,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.51,-5.37,-1.76,-5.08,-3.95,6.4,9.6,8.55,6.25,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.26,-0.95
09/12/2016,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,-12.49,-5.4,-1.79,-5.06,-3.95,5.95,6.35,8.05,6.3,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.27,-0.95
10/12/2016,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,-12.45,-5.42,-1.85,-5.1,-3.96,7.3,7.65,8.1,7.25,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.28,-0.95
11/12/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.39,-5.42,-1.83,-5.09,-3.97,10.7,7.5,11.85,11.65,-6123.168000000001,-17083.3104,-10723.752,-4437.358064999999,-5129.601613,0.24,-0.96
12/12/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-12.38,-5.41,-1.82,-5.08,-3.97,9.15,9.1,11.15,8.9,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.25,-0.97
13/12/2016,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-12.45,-5.46,-1.74,-5.15,-3.98,6.95,8.1,9.1,6.65,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.25,-0.96
14/12/2016,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-12.44,-5.72,-1.75,-5.21,-4.0,4.9,6.15,8.55,6.65,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.24,-0.95
15/12/2016,0.0,0.0,2.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-12.44,-5.78,-1.77,-5.22,-4.01,8.4,7.05,9.9,8.55,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.22,-0.96
16/12/2016,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,-12.47,-5.8,-1.73,-5.24,-4.02,5.6,2.65,6.5,6.0,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.19,-0.96
17/12/2016,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-12.52,-5.83,-1.71,-5.3,-4.04,4.9,3.3,6.15,4.65,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.18,-0.96
18/12/2016,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,-12.5,-5.85,-1.71,-5.3,-4.05,2.9,3.65,4.2,2.95,-6123.168000000001,-17083.3104,-10723.752,-4437.358064999999,-5129.601613,0.17,-0.96
19/12/2016,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,9.0,0.0,-12.46,-5.86,-1.78,-5.28,-4.05,4.65,2.65,6.2,5.5,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.18,-0.97
20/12/2016,0.2,0.0,0.4,0.0,0.0,0.0,0.4,2.8,0.0,0.2,-12.44,-5.88,-1.88,-5.33,-4.05,10.85,4.7,10.0,10.25,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.19,-0.97
21/12/2016,5.2,6.0,7.0,3.4,8.0,4.2,7.6,21.6,0.0,6.8,-12.48,-5.77,-1.87,-5.37,-4.05,10.95,7.55,12.55,11.25,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.18,-0.96
22/12/2016,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,-12.51,-5.62,-1.84,-5.38,-4.06,7.95,9.25,9.35,7.75,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.19,-0.96
23/12/2016,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-12.52,-5.62,-1.82,-5.4,-4.04,6.1,11.05,8.1,6.4,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.16,-0.96
24/12/2016,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-12.51,-5.62,-1.83,-5.42,-4.0,4.35,7.75,6.1,4.65,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.17,-0.95
25/12/2016,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-12.5,-5.61,-1.87,-5.39,-4.0,7.95,9.65,8.3,7.25,-6123.168000000001,-17083.3104,-10723.752,-4437.358064999999,-5129.601613,0.18,-0.96
26/12/2016,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.2,-12.53,-5.59,-1.82,-5.29,-4.01,4.4,9.8,6.9,5.25,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.18,-0.95
27/12/2016,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-12.53,-5.61,-1.86,-5.28,-4.02,6.9,11.15,7.55,7.75,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.17,-0.96
28/12/2016,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-12.55,-5.64,-1.83,-5.34,-4.03,5.8,7.4,6.2,6.35,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.16,-0.96
29/12/2016,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-12.57,-5.74,-1.79,-5.39,-4.04,4.6,3.75,5.2,5.45,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.16,-0.96
30/12/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.57,-5.86,-1.79,-5.44,-4.05,5.0,3.1,6.15,4.25,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.16,-0.95
31/12/2016,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-12.54,-5.88,-1.84,-5.53,-4.06,3.6,6.4,5.8,3.35,-6445.44,-17982.432,-11288.16,-4670.903225999999,-5399.580645,0.16,-0.96
01/01/2017,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,-12.5,-5.9,-1.87,-5.52,-4.06,1.4,5.2,3.65,2.25,-6639.4512,-16986.456000000002,-11724.3072,-5219.024194,-4749.325806,0.18,-0.96
02/01/2017,0.4,2.0,3.6,2.2,0.6,1.4,1.0,0.0,12.8,1.2,-12.47,-5.79,-1.92,-5.41,-4.1,7.2,6.0,6.7,7.45,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.18,-0.94
03/01/2017,31.8,12.0,26.6,20.4,33.2,20.6,29.6,2.8,0.0,42.4,-12.45,-5.7,-1.87,-5.39,-4.11,6.0,3.05,6.45,6.85,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.23,-0.92
04/01/2017,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,-12.42,-5.7,-1.87,-5.43,-4.15,1.95,2.4,4.05,3.0,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.24,-0.95
05/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.44,-5.7,-1.91,-5.46,-4.17,5.1,0.75,5.85,5.3,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.18,-0.96
06/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-12.54,-5.71,-1.81,-5.49,-4.19,0.55,-3.05,0.65,1.4,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.17,-0.96
07/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.55,-5.72,-1.79,-5.52,-4.21,-2.0,-4.7,-1.55,-1.15,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.18,-0.95
08/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.51,-5.74,-1.9,-5.55,-4.22,0.65,-2.2,0.95,1.55,-6639.4512,-16986.456000000002,-11724.3072,-5219.024194,-4749.325806,0.18,-0.96
09/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.51,-5.78,-1.95,-5.58,-4.23,0.15,0.2,1.95,0.8,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.18,-0.96
10/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.45,-5.78,-2.0,-5.53,-4.23,0.65,-2.4,1.0,1.9,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.18,-0.96
11/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.2,-12.51,-5.82,-1.99,-5.7,-4.23,0.7,-2.8,0.55,0.55,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.17,-0.96
12/01/2017,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,41.4,0.2,-12.51,-5.84,-2.01,-5.75,-4.24,3.05,2.55,2.95,3.3,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.19,-0.95
13/01/2017,57.2,11.4,14.6,16.8,59.2,44.8,60.4,0.4,0.0,82.0,-12.4,-5.79,-2.02,-5.6,-4.05,6.45,3.4,6.15,7.65,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.49,-0.3
14/01/2017,1.2,0.8,0.0,2.0,3.2,1.2,1.8,0.8,0.0,1.0,-12.48,-5.72,-1.86,-5.67,-4.0,1.4,2.25,2.05,2.2,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.42,-0.83
15/01/2017,0.2,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-12.52,-5.71,-1.87,-5.64,-4.1,3.05,0.65,4.1,3.9,-6639.4512,-16986.456000000002,-11724.3072,-5219.024194,-4749.325806,0.3,-0.92
16/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.8,0.0,0.0,-12.52,-5.71,-1.89,-5.57,-4.14,2.25,-2.15,2.55,2.85,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.28,-0.93
17/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,-12.55,-5.72,-1.93,-5.53,-4.17,3.8,-2.95,4.9,4.9,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.24,-0.94
18/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,-12.61,-5.73,-1.89,-5.54,-4.19,5.15,-1.05,3.75,5.3,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.24,-0.95
19/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,-12.66,-5.74,-1.86,-5.57,-4.21,3.8,-0.1,4.1,4.75,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.25,-0.95
20/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-12.69,-5.75,-1.84,-5.6,-4.22,3.55,1.15,4.1,4.35,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.23,-0.96
21/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.68,-5.75,-1.88,-5.67,-4.24,3.5,1.0,4.35,4.3,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.19,-0.95
22/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.67,-5.76,-1.92,-5.67,-4.24,7.1,2.45,7.1,7.0,-6639.4512,-16986.456000000002,-11724.3072,-5219.024194,-4749.325806,0.19,-0.96
23/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-12.63,-5.76,-2.0,-5.61,-4.25,8.1,3.8,7.55,8.75,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.21,-0.96
24/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,-12.62,-5.79,-2.08,-5.58,-4.25,9.2,5.65,9.2,9.15,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.22,-0.96
25/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-12.65,-5.79,-2.04,-5.59,-4.25,5.85,4.5,7.85,6.85,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.21,-0.96
26/01/2017,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-12.69,-5.8,-2.0,-5.62,-4.26,4.4,4.45,5.55,4.95,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.21,-0.96
27/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.71,-5.81,-1.99,-5.61,-4.27,5.15,4.85,6.25,5.45,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.2,-0.96
28/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.68,-5.8,-2.17,-5.62,-4.27,6.95,5.15,8.2,7.35,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.18,-0.96
29/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,-12.69,-5.81,-2.18,-5.64,-4.28,6.45,6.6,8.2,6.8,-6639.4512,-16986.456000000002,-11724.3072,-5219.024194,-4749.325806,0.18,-0.97
30/01/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,17.0,0.0,-12.69,-5.82,-2.17,-5.6,-4.28,3.15,4.8,4.65,4.5,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.18,-0.96
31/01/2017,9.2,17.8,28.2,13.0,12.8,18.8,8.0,0.0,16.6,15.4,-12.67,-5.8,-2.12,-5.57,-4.26,7.95,5.15,7.95,8.25,-6988.896,-17880.48,-12341.376,-5493.709677000001,-4999.290322999999,0.24,-0.87
01/02/2017,33.6,23.2,19.8,5.8,50.6,60.0,29.4,1.2,8.6,46.8,-12.67,-5.78,-1.95,-5.52,-4.03,11.0,6.45,10.5,10.9,-5399.1359999999995,-17635.104,-11594.88,-4077.678571,-6515.035714,0.53,-0.43
02/02/2017,3.0,0.4,0.2,0.6,10.0,10.6,10.2,0.0,27.6,4.8,-12.66,-5.96,-1.98,-5.44,-3.88,10.3,7.05,10.7,10.7,-5399.1359999999995,-17635.104,-11594.88,-4077.678571,-6515.035714,0.47,-0.7
03/02/2017,20.4,3.8,4.8,3.4,7.2,5.6,9.0,2.0,27.4,22.4,-12.62,-6.09,-1.98,-5.38,-3.75,12.4,7.85,12.4,12.8,-5399.1359999999995,-17635.104,-11594.88,-4077.678571,-6515.035714,0.58,-0.21
04/02/2017,46.8,22.4,15.0,13.2,20.4,20.6,23.0,11.0,41.2,28.8,-12.58,-6.06,-1.41,-5.43,-3.39,10.05,6.35,9.65,10.6,-5399.1359999999995,-17635.104,-11594.88,-4077.678571,-6515.035714,0.89,0.79
05/02/2017,40.0,24.6,25.0,22.4,35.2,34.8,38.2,6.8,1.0,51.2,-12.54,-5.9,-1.03,-5.26,-2.9,10.7,5.95,9.7,10.75,-5129.1792,-16753.3488,-11015.136,-3873.794643,-6189.283929,1.09,1.42
06/02/2017,40.2,33.6,50.2,38.0,37.2,35.6,42.4,10.6,0.0,63.4,-12.52,-5.72,-0.87,-4.99,-2.41,9.7,4.55,10.1,9.85,-5399.1359999999995,-17635.104,-11594.88,-4077.678571,-6515.035714,1.14,1.5
07/02/2017,0.0,0.8,1.4,1.4,0.2,1.2,0.4,22.2,0.0,0.8,-12.6,-5.49,-1.03,-4.93,-2.58,9.4,5.15,9.7,10.35,-5399.1359999999995,-17635.104,-11594.88,-4077.678571,-6515.035714,0.77,0.43
08/02/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-12.61,-5.44,-1.2,-4.89,-2.8,8.35,3.4,9.1,9.2,-5399.1359999999995,-17635.104,-11594.88,-4077.678571,-6515.035714,0.63,-0.05
09/02/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.63,-5.44,-1.35,-4.9,-3.0,8.65,2.3,7.7,9.3,-5399.1359999999995,-17635.104,-11594.88,-4077.678571,-6515.035714,0.56,-0.33
10/02/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-12.63,-5.45,-1.48,-4.89,-3.15,7.45,3.5,7.4,8.85,-5399.1359999999995,-17635.104,-11594.88,-4077.678571,-6515.035714,0.52,-0.47
11/02/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.64,-5.48,-1.57,-4.87,-3.3,7.9,5.5,9.45,8.35,-5399.1359999999995,-17635.104,-11594.88,-4077.678571,-6515.035714,0.46,-0.74
12/02/2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.66,-5.49,-1.6,-4.84,-3.42,11.1,7.45,11.7,11.15,-5129.1792,-16753.3488,-11015.136,-3873.794643,-6189.283929,0.42,-0.81
